paper_id,t_start,t_end,anomaly_score,prediction,is_synthetic
53e99a5cb7602d97022c6f4b,1959,1964,-0.0025767921035610986,-1,False
53e9b35ab7602d9703e3552e,1959,1964,0.08621620412525283,1,False
53e99b1bb7602d97023affe7,1959,1964,0.10869626332854243,1,False
53e9a19bb7602d9702a90860,1959,1964,0.05103123286013833,1,False
53e9a6cab7602d9702ffecaa,1959,1964,0.11068868052047187,1,False
53e9ae22b7602d9703836680,1959,1964,0.1780497692433623,1,False
53e9ae49b7602d97038601ea,1959,1964,0.1773061228467665,1,False
53e9bc8fb7602d9704910999,1959,1964,0.11500761126059361,1,False
53e9a5f6b7602d9702f22648,1959,1964,0.1011513646127849,1,False
558acd9e84ae84d265bfb994,1959,1964,0.026054231269340034,1,False
FAKE_1959_0,1959,1964,0.1077456395339173,1,True
53e99a5cb7602d97022c6f4b,1964,1969,-0.01897782237209711,-1,False
53e9b35ab7602d9703e3552e,1964,1969,0.07599520987621255,1,False
53e99b1bb7602d97023affe7,1964,1969,0.13478937676125752,1,False
53e9a19bb7602d9702a90860,1964,1969,0.17542023509011007,1,False
53e9a6cab7602d9702ffecaa,1964,1969,0.08805839658380121,1,False
53e9ae22b7602d9703836680,1964,1969,0.1789646877434985,1,False
53e9ae49b7602d97038601ea,1964,1969,0.177230679202807,1,False
53e9bc8fb7602d9704910999,1964,1969,0.09973374750496278,1,False
53e9a5f6b7602d9702f22648,1964,1969,0.1780980399661063,1,False
558acd9e84ae84d265bfb994,1964,1969,0.05373303548770414,1,False
53e997e9b7602d9701fe2ce7,1964,1969,0.10334751625486249,1,False
53e9b373b7602d9703e51128,1964,1969,0.13571308481901045,1,False
53e99b10b7602d97023a35b7,1964,1969,0.18311397701282817,1,False
53e9b8d4b7602d97044b1ced,1964,1969,0.1215787815478867,1,False
53e99b5eb7602d9702404c0c,1964,1969,0.03853073027062126,1,False
53e99cb5b7602d970256bbef,1964,1969,0.13478937676125752,1,False
53e99ef4b7602d97027c2dfc,1964,1969,0.15720689291878548,1,False
53e9a108b7602d97029f701d,1964,1969,0.1519032827633474,1,False
53e9a281b7602d9702b85243,1964,1969,0.13586895732157395,1,False
53e9ac83b7602d970365aea3,1964,1969,0.1410942662176753,1,False
53e9ae84b7602d97038a1d1b,1964,1969,0.14657322581705284,1,False
53e99813b7602d970202c626,1964,1969,0.1328187350139618,1,False
53e99a2bb7602d97022854c4,1964,1969,0.1592277958657224,1,False
53e99a57b7602d97022bf9e8,1964,1969,0.14434759642286477,1,False
53e9a1f3b7602d9702af394d,1964,1969,0.12964512014035678,1,False
53e9ab1ab7602d970349e366,1964,1969,0.14176305303121578,1,False
53e9b3efb7602d9703ee0bb6,1964,1969,0.12827491799870994,1,False
53e9b8efb7602d97044d575a,1964,1969,0.14106808672340726,1,False
53e9b962b7602d97045507b3,1964,1969,0.08660128878300555,1,False
558aba34e4b0b32fcb388100,1964,1969,0.12879655961276065,1,False
53e9a0cab7602d97029b2f41,1964,1969,0.1278385743682255,1,False
53e9bcefb7602d9704975661,1964,1969,0.18135021590080647,1,False
56d91ededabfae2eee90fe42,1964,1969,0.07825715159032276,1,False
573696f96e3b12023e5f4d62,1964,1969,0.11249852889183254,1,False
FAKE_1964_0,1964,1969,-0.11357858077364347,-1,True
53e99a5cb7602d97022c6f4b,1969,1974,-0.05617359688190349,-1,False
53e9b35ab7602d9703e3552e,1969,1974,0.012962704201324837,1,False
53e99b1bb7602d97023affe7,1969,1974,0.11402959684688863,1,False
53e9a19bb7602d9702a90860,1969,1974,0.12062933131997955,1,False
53e9a6cab7602d9702ffecaa,1969,1974,0.04452664308118681,1,False
53e9ae22b7602d9703836680,1969,1974,0.11052903022074773,1,False
53e9ae49b7602d97038601ea,1969,1974,0.11052903022074773,1,False
53e9bc8fb7602d9704910999,1969,1974,0.08213014498256105,1,False
53e9a5f6b7602d9702f22648,1969,1974,0.12094282644542964,1,False
558acd9e84ae84d265bfb994,1969,1974,0.011505435505931971,1,False
53e997e9b7602d9701fe2ce7,1969,1974,0.12442761717869127,1,False
53e9b373b7602d9703e51128,1969,1974,0.13640669582893866,1,False
53e99b10b7602d97023a35b7,1969,1974,0.12512348055553296,1,False
53e9b8d4b7602d97044b1ced,1969,1974,0.08082540913549757,1,False
53e99b5eb7602d9702404c0c,1969,1974,0.08795273706427703,1,False
53e99cb5b7602d970256bbef,1969,1974,0.11579816409769961,1,False
53e99ef4b7602d97027c2dfc,1969,1974,0.1487338873622811,1,False
53e9a108b7602d97029f701d,1969,1974,0.13653082103684233,1,False
53e9a281b7602d9702b85243,1969,1974,0.15250119884480512,1,False
53e9ac83b7602d970365aea3,1969,1974,0.15507861026929187,1,False
53e9ae84b7602d97038a1d1b,1969,1974,0.15135893227588026,1,False
53e99813b7602d970202c626,1969,1974,0.15017225491400504,1,False
53e99a2bb7602d97022854c4,1969,1974,0.16605408238647895,1,False
53e99a57b7602d97022bf9e8,1969,1974,0.1474334700070143,1,False
53e9a1f3b7602d9702af394d,1969,1974,0.13335156780672097,1,False
53e9ab1ab7602d970349e366,1969,1974,0.15045195836794545,1,False
53e9b3efb7602d9703ee0bb6,1969,1974,0.11633411964933055,1,False
53e9b8efb7602d97044d575a,1969,1974,0.1329030169004825,1,False
53e9b962b7602d97045507b3,1969,1974,0.07906998126338377,1,False
558aba34e4b0b32fcb388100,1969,1974,0.12445845234423614,1,False
53e9a0cab7602d97029b2f41,1969,1974,0.15418618907407605,1,False
